item_activity,amount,date,farm_owner_id
tea Investment,524.2,21/12/22,68
wheat Harvest,9358.33,09/08/22,95
cow Harvest,8944.36,06/04/22,62
harvester Harvest,6051.28,09/02/23,85
seed drill Harvest,2712.37,20/02/23,10
goat Investment,7678.51,24/01/22,3
duck Harvest,6353.83,14/01/22,100
coffee Investment,3609.77,14/10/22,78
horse Harvest,5137,30/08/22,28
horse Harvest,2241.14,31/08/23,68
buffalo Investment,5754.75,11/05/23,26
millets Harvest,4954.89,22/06/23,45
horse Harvest,1415.1,31/05/22,43
duck Harvest,8801.04,30/06/22,27
groundnut Investment,9860.93,20/07/23,35
cotton Harvest,3353.6,23/12/23,36
harvester Investment,6959.93,11/09/23,10
duck Harvest,8730.23,24/08/23,74
hen Harvest,9179.88,02/08/23,59
plough Investment,4005.85,16/03/22,76
pig Investment,3554.97,29/04/23,3
irrigation system Investment,906.2,29/11/22,68
harvester Investment,1764.15,19/01/23,70
fruit Harvest,7627.56,28/12/23,48
maize Investment,9236.61,04/04/23,96
cows Investment,6651.16,18/10/22,23
pulses Harvest,7692.92,27/10/22,50
rubber Investment,7027.44,19/12/23,19
duck Investment,5673.15,14/04/22,23
sugarcane Investment,1115.15,24/07/23,73
maize Harvest,7658.49,18/04/24,73
coconut Investment,8896.51,19/03/23,67
poultry Investment,7255.45,26/01/24,71
millets Harvest,8813.57,28/05/24,60
wheat Investment,7449.72,20/01/24,95
fruit Harvest,7430.02,17/04/23,48
millets Harvest,6435.8,29/12/22,51
coffee Investment,1634.95,30/03/24,18
tea Harvest,1114.09,31/10/23,100
sprayer Harvest,7586.38,09/08/23,57
fish Harvest,1543.34,08/10/22,82
tea Investment,160.52,06/06/22,66
poultry Harvest,4759.6,27/04/24,5
hen Harvest,3386.77,20/05/23,19
harvester Harvest,7914.14,01/09/23,93
maize Harvest,9425.25,12/05/24,26
irrigation system Harvest,6126.57,28/07/23,32
maize Harvest,2929.11,22/09/22,69
hen Harvest,9326.48,28/09/22,50
maize Investment,4064.72,16/03/22,94
tractor Investment,8097.55,02/04/23,70
rubber Harvest,6542.77,27/05/23,18
cow Harvest,9622.64,14/10/22,16
sprayer Harvest,3735.19,17/04/23,15
hen Harvest,7536.04,17/08/23,88
harvester Harvest,7708.85,27/09/23,70
fertilizer spreader Investment,8876.76,30/09/23,91
pig Harvest,6551.04,30/01/23,88
irrigation system Harvest,6435.58,17/01/23,60
sprayer Investment,4845.6,01/04/24,41
hen Harvest,2300.24,11/12/23,42
tractor Harvest,7722.67,17/09/22,78
coconut Investment,4947.89,15/04/22,64
sheep Investment,679.93,31/03/24,62
fertilizer spreader Harvest,1186.54,26/01/22,80
seed drill Harvest,5258.78,23/04/23,16
fish Investment,4818.08,03/04/23,77
coffee Harvest,3274.22,11/02/22,39
fertilizer spreader Investment,5954.26,16/02/22,85
duck Investment,2282.79,01/03/24,7
sugarcane Investment,4940.04,23/04/24,21
fish Investment,2685.51,21/07/22,80
groundnut Investment,248.5,09/12/22,7
sprayer Investment,4541.88,12/09/23,43
harvester Investment,9243.3,22/08/22,92
wheat Investment,4769.29,13/02/24,77
poultry Investment,6961.56,07/04/23,27
turkey Harvest,7951.53,23/09/22,47
goats Investment,2088.32,26/08/23,68
cows Investment,4303.6,06/07/22,77
horse Investment,8543.63,17/10/22,76
duck Harvest,1699.79,05/02/23,18
wheat Harvest,1197.42,23/05/23,14
vegetable Investment,6780.16,05/06/24,81
harvester Investment,2393.75,29/11/23,94
cows Harvest,6626.82,06/04/23,22
irrigation system Harvest,7834.98,04/08/22,100
cotton Harvest,7370.83,28/10/22,5
harvester Harvest,1083.28,10/01/22,9
horse Harvest,3018.47,10/01/23,21
buffalo Investment,686.59,09/12/22,31
sugarcane Investment,2111.15,18/05/23,27
fertilizer spreader Harvest,531.3,23/08/22,68
goat Harvest,3818.97,06/09/22,76
millets Investment,2092.73,11/12/23,41
sugarcane Investment,6244.53,08/03/22,52
tea Harvest,6054.6,08/03/23,30
fruit Harvest,1206.11,21/02/24,23
goat Investment,938.36,25/10/23,45
rubber Harvest,4771.53,06/01/24,91
duck Investment,8798.74,12/11/22,37
cows Investment,4586.03,09/06/24,71
fruit Investment,3575.52,21/09/23,61
cow Investment,9103.66,28/07/22,12
goat Harvest,1989.72,02/07/22,22
buffalo Investment,465.1,27/11/22,96
goat Harvest,4966.4,05/02/24,26
goats Investment,7675.9,01/02/24,52
goat Harvest,3674.86,25/08/23,98
turkey Investment,7096.66,14/11/22,25
fish Harvest,1816.05,05/12/22,23
maize Investment,4451.56,27/12/22,3
maize Investment,306.51,03/10/22,20
wheat Investment,4089.33,21/04/24,56
turkey Investment,2584.5,13/07/23,4
goats Investment,864.81,15/09/22,91
tractor Investment,8805.82,18/05/24,54
sheep Investment,7976.14,27/04/24,1
vegetable Investment,229.96,04/09/23,30
groundnut Harvest,490.69,22/05/22,11
duck Harvest,8835.2,17/06/24,77
rubber Harvest,5204.15,17/03/22,31
harvester Investment,512.2,23/12/23,31
rubber Investment,345.75,19/01/24,48
fertilizer spreader Investment,5667.26,07/03/22,98
groundnut Investment,1800.87,26/12/22,48
pig Investment,828.82,22/01/23,12
poultry Harvest,5383.01,16/02/23,79
buffalo Investment,7750.65,07/01/23,50
harvester Harvest,7184.63,17/10/23,21
goats Investment,2610.68,24/11/23,66
coffee Investment,410.03,31/03/24,39
buffalo Harvest,2851.8,01/05/22,93
vegetable Investment,3432.97,23/08/22,52
tea Harvest,6872.51,12/06/22,35
sprayer Investment,1558.68,17/07/22,30
vegetable Investment,1130.63,23/03/24,92
harvester Harvest,8140.85,22/08/23,50
coffee Investment,9191.33,13/04/23,61
coconut Harvest,4317.36,28/02/22,2
groundnut Investment,8126.62,16/05/22,44
millets Harvest,3151.94,16/03/23,43
sprayer Harvest,4490.09,23/06/23,67
horse Harvest,7170.07,13/07/22,3
maize Investment,1949.54,25/11/22,77
groundnut Investment,6745.03,11/08/23,22
tractor Investment,7459.66,22/04/22,39
seed drill Harvest,9132.86,24/04/22,98
goat Harvest,6472.04,15/06/22,1
pig Harvest,8028.62,26/05/22,44
seed drill Investment,6060.68,24/02/23,70
cow Investment,8324.58,03/11/23,24
coconut Investment,1061.59,02/05/23,68
poultry Investment,616.93,29/01/23,40
sheep Harvest,1689.36,15/06/23,47
irrigation system Harvest,2433.13,16/09/22,36
fruit Investment,2313.05,21/11/22,14
turkey Harvest,5490.97,15/12/22,80
harvester Harvest,4105.77,30/12/23,35
coconut Investment,8294.62,28/06/22,87
rubber Harvest,9222.11,02/06/22,66
pulses Investment,8230.37,26/06/22,30
pig Harvest,9102.9,25/03/22,85
fish Harvest,1566.87,08/05/22,64
coffee Harvest,6612.78,04/02/22,79
hen Investment,8296.13,17/08/23,95
harvester Investment,2746.33,26/07/23,88
duck Investment,2481.8,16/06/23,80
rubber Investment,6802.93,26/05/23,38
horse Harvest,3412.17,19/03/23,54
cow Harvest,6247.43,14/06/24,59
coconut Investment,7656.25,14/01/24,81
maize Investment,3567.1,20/04/24,95
plough Investment,6444.83,14/03/22,60
maize Investment,8963.93,21/03/24,14
harvester Investment,7419.61,18/02/23,16
millets Investment,9031.71,05/04/23,96
sprayer Investment,4374.42,15/10/22,100
cows Investment,2229.98,17/03/24,29
fertilizer spreader Investment,590.33,19/07/23,15
sprayer Investment,691.68,16/02/24,62
rice Investment,8225.68,27/09/23,21
plough Harvest,6394.51,25/06/22,53
goats Investment,8035.77,14/05/23,19
groundnut Harvest,2148.25,07/02/24,28
turkey Investment,9452.9,16/04/23,89
cotton Harvest,4338.15,03/03/24,10
sheep Harvest,7245.58,31/01/24,19
fish Harvest,4176.02,05/03/22,77
plough Investment,9034.82,21/04/22,100
sugarcane Investment,2828.86,01/06/23,68
goat Harvest,8285.79,04/11/22,29
fruit Harvest,9761.44,17/06/22,19
fish Harvest,3184.22,09/01/22,51
coffee Investment,9155.63,28/04/22,10
wheat Investment,1688.24,18/12/22,100
goat Harvest,7858.26,26/05/23,15
sheep Harvest,4636.4,28/07/22,43
cows Investment,9472.34,24/07/22,57
buffalo Investment,8570.22,01/07/22,87
goat Harvest,8847.67,18/02/24,8
maize Harvest,3841.65,13/07/23,75
goats Harvest,3697.11,23/01/22,34
groundnut Harvest,5736.64,18/09/22,47
irrigation system Investment,9937.71,30/07/23,22
goats Harvest,2954.22,16/06/23,99
fertilizer spreader Harvest,9803.36,30/12/22,39
coconut Investment,1892.42,31/12/23,59
millets Harvest,8218.09,29/03/23,21
rubber Harvest,9422.9,24/09/23,49
pig Harvest,5264.38,27/04/23,51
maize Investment,6204.5,18/11/23,42
hen Investment,4299.62,10/05/22,5
cow Harvest,6155.85,11/08/23,78
irrigation system Investment,8481.13,13/02/24,4
rubber Investment,926.26,12/04/22,7
tea Investment,2099.89,02/02/23,74
groundnut Harvest,8453.05,10/07/22,27
duck Investment,4777.77,23/01/24,4
poultry Investment,3666.39,17/01/22,49
cow Harvest,9423.75,07/03/23,59
duck Investment,3854.68,20/01/22,91
fertilizer spreader Harvest,5481.35,05/11/23,86
seed drill Investment,8186.13,12/01/22,24
sprayer Investment,4436.81,16/06/23,28
poultry Investment,4860.83,16/01/24,37
rice Investment,345.12,12/08/22,74
cows Harvest,4330.54,25/05/22,27
cow Investment,4478.17,04/12/22,53
sprayer Harvest,982.1,30/05/22,83
tea Investment,2587.22,19/06/22,38
irrigation system Investment,4266.29,28/11/22,67
horse Harvest,8305.25,12/06/23,18
sugarcane Harvest,9709.19,28/11/22,27
turkey Investment,868.75,30/12/22,79
coconut Investment,6050.25,27/03/22,56
coffee Harvest,6824.54,12/11/23,95
maize Investment,4447.3,15/09/22,81
fertilizer spreader Harvest,2680.37,22/10/22,27
maize Harvest,549.85,26/05/24,40
coconut Harvest,9532.79,19/09/22,53
millets Harvest,506.78,24/04/23,68
buffalo Investment,7154.3,20/09/23,65
buffalo Investment,5838.42,17/03/24,5
sprayer Investment,8543.21,13/01/22,26
sheep Harvest,8342.23,30/10/23,74
wheat Investment,2387.45,10/05/22,6
harvester Investment,6456.11,23/11/22,77
sugarcane Investment,794.39,29/12/22,23
goat Harvest,8829.64,20/01/24,81
sugarcane Harvest,8558.03,04/08/23,84
seed drill Harvest,255.64,03/10/23,95
rice Investment,615.69,13/06/23,58
horse Investment,2384.84,14/01/22,8
coconut Harvest,6259.48,18/12/23,70
wheat Investment,3923.36,18/06/23,24
groundnut Harvest,3853.82,01/08/23,34
cow Harvest,1097.74,15/06/22,41
goats Investment,9051.65,06/10/23,58
seed drill Investment,4575.67,19/11/22,85
tea Investment,6115.46,13/01/24,82
fruit Harvest,2303.61,10/04/22,93
pig Investment,9145.82,14/12/22,8
fertilizer spreader Harvest,9885.93,20/01/24,41
wheat Investment,163.87,16/01/24,70
cotton Investment,9338.14,03/06/24,67
vegetable Harvest,4099.07,11/07/23,39
fruit Investment,1987.62,28/03/23,98
tea Investment,8365.42,08/06/22,41
cows Investment,1658.5,17/08/23,73
buffalo Harvest,3353.89,04/08/22,57
coffee Harvest,3704.54,29/01/24,78
vegetable Harvest,8306.18,21/01/24,7
pig Investment,6421.07,26/11/22,17
hen Harvest,5954.11,04/05/24,69
vegetable Harvest,594.61,28/04/23,74
sprayer Harvest,1900.09,23/05/22,88
sheep Harvest,6854.56,24/12/22,34
cow Investment,1847.44,28/06/23,62
poultry Investment,161.47,23/07/22,59
wheat Investment,1291.08,07/09/23,32
cow Harvest,4506.86,30/03/22,40
seed drill Investment,6088.54,13/11/22,17
rice Harvest,7824.5,20/06/23,9
buffalo Harvest,2478.33,19/09/23,12
rice Investment,1356.77,12/03/23,72
goats Investment,7088.16,20/12/23,9
irrigation system Harvest,616.02,04/10/23,39
harvester Investment,470.18,19/02/24,49
coffee Harvest,3530.22,09/05/22,7
goat Harvest,9133.99,03/07/22,57
cow Harvest,9792.71,09/02/23,51
irrigation system Harvest,3686.83,09/11/22,28
harvester Harvest,4287.31,19/06/24,98
tractor Harvest,1533.25,22/04/24,92
plough Harvest,6958.74,06/04/23,93
groundnut Harvest,8304.62,23/01/22,26
seed drill Harvest,8439.43,25/01/22,87
maize Harvest,2261.41,18/04/22,91
cow Harvest,5364.8,19/07/23,22
groundnut Investment,3392.6,19/05/22,35
pulses Investment,9439.22,31/12/23,36
poultry Harvest,2912.82,07/04/24,61
turkey Investment,7777.91,21/03/23,66
fertilizer spreader Harvest,4580.68,28/09/23,91
vegetable Harvest,8599.79,23/02/24,56
goat Investment,7056.24,23/03/24,86
cows Harvest,683.32,30/12/22,41
groundnut Investment,3394.34,25/02/23,30
horse Harvest,2768.18,19/05/22,68
poultry Investment,6874.52,02/03/22,7
seed drill Investment,7202.64,02/07/22,79
fish Investment,5621.65,10/07/22,42
seed drill Harvest,5229.68,15/06/22,73
fertilizer spreader Harvest,7684.13,21/04/24,8
goat Harvest,5606.79,25/12/22,75
tea Harvest,4615.83,07/06/24,54
buffalo Investment,9737.46,31/05/23,65
maize Harvest,3358.83,13/07/23,42
groundnut Investment,1038.76,26/11/23,43
pig Investment,9471.27,25/06/23,61
coconut Investment,9455.89,08/08/22,39
coconut Harvest,4255.39,26/08/22,65
fertilizer spreader Harvest,1377.79,29/11/22,60
plough Harvest,3084.97,12/05/22,83
horse Harvest,949.26,25/02/23,20
millets Investment,3715.37,24/12/22,64
plough Investment,4032.35,16/09/22,32
sugarcane Investment,2625.81,09/06/22,15
buffalo Investment,395.58,12/06/22,40
cow Harvest,3214.16,03/05/24,52
sugarcane Harvest,4200.24,23/09/22,84
fish Investment,6272.92,10/12/22,3
cow Harvest,5748.52,10/04/23,77
millets Harvest,4036.37,14/03/24,79
hen Harvest,8722.72,07/04/23,47
pig Investment,6468.09,16/07/22,65
cows Harvest,3353.07,01/10/23,99
fruit Harvest,5242.66,26/05/23,58
tea Harvest,1827.96,23/05/22,98
seed drill Harvest,5776.96,15/01/23,63
sprayer Investment,2208.71,22/02/22,54
coconut Investment,5936.1,29/01/24,4
coffee Investment,8492.68,27/10/23,88
rice Investment,2078.55,24/04/24,8
poultry Harvest,9415.88,25/05/22,46
fruit Investment,2623.98,24/07/23,73
tea Investment,5243.52,02/10/23,52
goat Harvest,810.84,28/11/23,57
wheat Investment,4657.48,26/12/22,94
fruit Harvest,8114.71,20/03/22,18
sprayer Investment,3221.22,21/01/24,90
groundnut Harvest,4841.49,03/08/22,76
goat Harvest,1604,22/10/23,34
horse Harvest,8821.89,14/01/24,66
fruit Investment,6691.8,06/12/23,44
fish Investment,2322.62,26/11/22,10
sheep Harvest,3419.37,18/03/24,43
cow Harvest,8509.97,13/04/23,76
fish Harvest,5541.42,13/05/24,82
fertilizer spreader Harvest,732.36,20/11/23,36
groundnut Investment,6579.73,16/02/24,92
horse Investment,4247.05,07/06/24,13
horse Investment,6178.75,06/12/22,24
millets Harvest,8054.81,05/01/24,13
rubber Harvest,7469.46,20/08/23,47
plough Harvest,3944.28,18/01/22,62
vegetable Investment,4795.07,12/05/23,67
seed drill Harvest,1766.72,07/04/24,88
coffee Harvest,9056.11,03/10/23,18
goats Investment,1405.45,01/04/23,56
cow Harvest,9272.72,12/05/22,6
sprayer Harvest,3711.87,22/02/23,48
poultry Investment,3443.77,22/02/22,49
cow Harvest,5235.51,21/12/23,50
seed drill Harvest,1583.98,18/01/24,91
tea Harvest,3225.06,25/01/22,61
goats Harvest,2249,08/06/23,92
goat Investment,9819.82,08/07/23,26
fruit Investment,2510.85,29/10/23,76
tea Harvest,9656.82,01/06/23,63
cotton Harvest,760.44,11/05/22,39
harvester Investment,5232.02,11/05/24,68
seed drill Harvest,4622.29,25/03/23,81
millets Harvest,7200.73,16/05/23,38
coffee Investment,7081.94,22/05/24,99
plough Investment,2761.34,03/02/24,100
fish Investment,511,07/12/23,66
coffee Harvest,3116.1,28/04/23,85
poultry Investment,8573.77,23/04/23,13
goat Investment,5812.88,14/09/22,54
groundnut Harvest,2187.5,06/09/23,90
fruit Harvest,425.32,01/01/22,58
pulses Investment,4750.68,22/03/22,69
goat Harvest,4288.43,03/06/22,39
hen Investment,3594.4,02/07/23,99
irrigation system Harvest,851.12,30/08/23,82
wheat Investment,2058.98,14/10/23,39
pig Harvest,1145.84,04/02/24,14
irrigation system Harvest,6991.56,01/12/22,80
horse Harvest,3257.38,17/01/23,73
pig Investment,199.03,12/01/24,48
goats Investment,1251.45,04/04/22,72
goat Investment,8937.41,19/06/23,69
sprayer Investment,8972.87,19/05/22,33
sheep Investment,9151.55,16/12/22,63
cotton Harvest,9172.78,27/12/23,95
hen Investment,9078.75,15/11/22,94
duck Investment,3565.15,25/10/22,70
maize Investment,9501.97,16/01/22,45
seed drill Harvest,4527.44,31/07/22,41
groundnut Harvest,4050.22,22/04/22,4
millets Harvest,9516.67,10/05/23,79
fertilizer spreader Investment,5954.72,23/04/22,31
cow Harvest,9917.92,22/10/23,3
goat Investment,2309.83,07/10/23,16
fertilizer spreader Harvest,5018.52,27/11/22,56
poultry Harvest,6417.61,22/06/22,24
sheep Investment,2272.85,27/05/24,1
sprayer Harvest,8931.97,15/10/22,99
rice Harvest,2335.09,27/01/22,86
cows Investment,7384.69,28/05/24,2
sheep Investment,1874.63,13/05/24,9
pig Investment,4610.59,17/05/24,23
hen Harvest,8967.07,22/04/24,97
cow Investment,8524.8,26/07/22,81
harvester Harvest,7875.09,26/08/23,98
goat Harvest,8439.92,29/04/24,84
horse Harvest,9191.24,14/11/22,65
groundnut Investment,7180.67,28/11/22,57
tractor Harvest,1146.19,12/03/23,46
rice Investment,2075.47,06/05/22,77
duck Harvest,1331.83,31/03/24,61
sugarcane Investment,5483.54,11/03/22,62
coconut Harvest,1385.81,26/03/23,24
fertilizer spreader Harvest,2785.4,31/12/23,1
plough Investment,2610.63,19/06/23,53
wheat Investment,3712.76,24/04/22,87
seed drill Investment,6457.95,10/04/23,72
fertilizer spreader Investment,559.7,24/06/23,39
rubber Harvest,4309.84,07/03/22,62
irrigation system Harvest,3028.05,03/09/22,20
fish Investment,8908.69,17/09/22,80
millets Investment,766.94,28/03/22,74
buffalo Investment,2153.92,25/02/22,75
rubber Harvest,4142.77,04/06/24,25
fish Harvest,3360.39,10/07/23,35
hen Harvest,7521.7,24/09/23,43
fruit Harvest,4351.57,25/01/23,43
groundnut Investment,7201.92,03/04/22,13
cows Investment,9755.07,22/07/22,13
fertilizer spreader Harvest,7009.16,08/03/23,70
millets Harvest,2683.98,21/01/24,57
groundnut Investment,2268.37,15/04/24,91
rubber Harvest,3418.51,06/04/24,35
sugarcane Harvest,407.02,29/08/22,94
duck Investment,9769.37,25/09/23,95
turkey Investment,657.77,28/05/24,3
coconut Harvest,1017.57,14/09/23,71
maize Investment,743.52,11/10/22,33
goat Investment,3145.18,20/06/22,61
coconut Investment,6810.73,31/03/23,4
goats Harvest,4590.97,29/12/22,51
tractor Harvest,7225.59,20/06/22,48
poultry Harvest,7314.27,17/05/23,100
wheat Investment,7360.56,05/08/22,81
maize Harvest,8682.08,25/07/23,42
coffee Investment,5988.91,17/05/24,43
tractor Harvest,8839.47,01/10/23,53
cow Harvest,148.21,30/05/24,37
rubber Investment,4259.49,30/12/23,88
horse Investment,6212.39,05/09/23,54
tractor Investment,1728.22,03/04/24,99
coffee Harvest,114.55,29/10/23,8
coffee Harvest,8578.95,30/06/22,35
sugarcane Harvest,6249.39,12/03/23,66
plough Harvest,3730.03,06/02/23,68
hen Harvest,9989.69,15/04/23,97
cow Harvest,4576.44,19/04/23,15
sheep Investment,9095.04,29/06/23,27
sprayer Investment,5683.97,29/08/23,92
goats Harvest,7537.22,27/01/23,71
poultry Harvest,237.94,02/03/23,38
fertilizer spreader Harvest,6962.46,14/08/22,79
cow Harvest,6849.35,07/06/24,47
pulses Harvest,3093.65,14/01/22,76
horse Investment,4886.58,27/05/22,22
tea Investment,9638.98,12/07/22,7
cow Investment,6138.09,23/09/22,6
wheat Investment,5927.08,22/08/23,77
millets Harvest,9820.06,17/05/24,47
vegetable Investment,9450.23,28/07/23,1
cows Harvest,4505.12,09/04/24,23
pulses Investment,3472.73,24/04/23,15
fruit Harvest,7518.86,02/02/23,74
buffalo Investment,4572.2,09/08/23,91
fertilizer spreader Harvest,3037.29,21/07/23,51
irrigation system Harvest,6460.31,15/06/23,72
cow Investment,8667.76,05/02/23,34
pulses Harvest,556.3,25/11/22,98
plough Harvest,7842.49,23/06/22,33
pig Harvest,5733.37,29/05/24,98
goats Investment,6886.57,13/11/22,83
harvester Harvest,8520.36,09/02/24,22
vegetable Investment,6359.37,28/02/23,79
pig Harvest,7760.54,26/11/22,40
duck Investment,2517.73,28/02/24,43
cow Harvest,6804.22,18/03/23,53
millets Investment,198.98,29/02/24,3
