sentence,item_start,item_end,amount_start,amount_end
"On Monday, Acquired wheat seeds by paying 1985 rupees.",20,31,42,46
"During the season, Harvested greenhouse setup and sold for 24527 rupees.",29,45,59,64
"Just now, Amount paid for harvesting machine was 7137 rupees.",26,44,49,53
"On Monday, Used 41926 rupees to buy solar water pump.",36,52,16,21
"During the season, Harvested coconut trees and sold for 31807 rupees.",29,42,56,61
"Yesterday, Cost of banana plants amounted to 36649 rupees.",19,32,45,50
"Yesterday, The cost of banana plants was 43173 rupees.",23,36,41,46
"During the season, Cost of organic compost amounted to 33725 rupees.",27,42,55,60
"Today, Around noon, I spent 16933 rupees on tomato plants.",44,57,28,33
"Today, Sold onion seeds in the market and earned 45613 rupees.",12,23,49,54
"Yesterday, Bought poultry feed today and paid 35515 rupees.",18,30,46,51
"Yesterday, Acquired tractor repair by paying 26521 rupees.",20,34,45,50
"Today, I invested 18797 rupees for buying irrigation pipe.",42,57,18,23
"Yesterday, Amount paid for duck feed was 5087 rupees.",27,36,41,45
"Today, Bought harvesting machine today and paid 34046 rupees.",14,32,48,53
"Last month, Harvested wheat seeds and sold for 26435 rupees.",22,33,47,52
"Last month, I spent 2654 rupees on goat last month.",35,39,20,24
"Recently, Spent 2142 INR on purchasing fertilizer for my farm.",39,49,16,20
"Just now, Sold poultry feed in the market and earned 33754 rupees.",15,27,53,58
"Recently, Used 40294 rupees to buy coconut trees.",35,48,15,20
"Just now, I invested 162 rupees for buying greenhouse setup.",43,59,21,24
"Today, I spent 18456 rupees on rice seeds last month.",31,41,15,20
"Last month, The expense for goat was 11460 rupees.",28,32,37,42
"During the season, I invested 26032 rupees for buying harvesting machine.",54,72,30,35
"Yesterday, I spent 47386 rupees on cow last month.",35,38,19,24
"Early morning, Paid 33054 rupees to buy irrigation pipe.",40,55,20,25
"In the evening, I gave 33508 rupees as investment for jamun saplings.",54,68,23,28
"Just now, I invested 34111 rupees for buying banana plants.",45,58,21,26
"Just now, Purchased fertilizer at 45965 rupees.",20,30,34,39
"Today, Cost of jamun saplings amounted to 40425 rupees.",15,29,42,47
"In the evening, The expense for tomato plants was 26275 rupees.",32,45,50,55
Cost of tomato plants amounted to 21002 rupees.,8,21,34,39
"In the evening, Around noon, I spent 2514 rupees on rice seeds.",52,62,37,41
"Early morning, Spent 39955 INR on purchasing solar water pump for my farm.",45,61,21,26
"Today, Purchased jamun saplings at 33725 rupees.",17,31,35,40
"Recently, Cost of mango saplings amounted to 162 rupees.",18,32,45,48
"During the season, Harvest of pesticide brought in 40576 INR.",30,39,51,56
"Just now, The cost of solar water pump was 6756 rupees.",22,38,43,47
"Early morning, Paid 15561 rupees to buy banana plants.",40,53,20,25
"On Monday, Sold wheat seeds in the market and earned 8833 rupees.",16,27,53,57
"Last month, Used 42190 rupees to buy rice seeds.",37,47,17,22
"Today, I spent 35542 rupees on onion seeds last month.",31,42,15,20
"Last month, I gave 35280 rupees as investment for mango saplings.",50,64,19,24
"Last month, Cost of irrigation pipe amounted to 19066 rupees.",20,35,48,53
"On Monday, Bought banana plants today and paid 14220 rupees.",18,31,47,52
"Recently, I invested 39129 rupees for buying solar water pump.",45,61,21,26
"During the season, Used 22580 rupees to buy banana plants.",44,57,24,29
"Yesterday, Purchased banana plants at 2849 rupees.",21,34,38,42
"On Monday, I invested 15723 rupees for buying irrigation pipe.",46,61,22,27
"On Monday, Invested 48703 for purchasing banana plants.",41,54,20,25
Harvested mango saplings and sold for 892 rupees.,10,24,38,41
"Early morning, Purchased banana plants at 18960 rupees.",25,38,42,47
"During the season, Acquired coconut trees by paying 42819 rupees.",28,41,52,57
"Yesterday, Harvested greenhouse setup and sold for 20854 rupees.",21,37,51,56
Cost of onion seeds amounted to 10768 rupees.,8,19,32,37
"During the season, I invested 17175 rupees for buying pesticide.",54,63,30,35
"In the evening, The expense for onion seeds was 8427 rupees.",32,43,48,52
"Early morning, Sold goat in the market and earned 34602 rupees.",20,24,50,55
"Today, Paid 42803 rupees to buy wheat seeds.",32,43,12,17
"Just now, The expense for greenhouse setup was 12074 rupees.",26,42,47,52
Harvested wheat seeds and sold for 24851 rupees.,10,21,35,40
"Recently, Harvested tractor repair and sold for 49747 rupees.",20,34,48,53
Bought tomato plants today and paid 1403 rupees.,7,20,36,40
"Today, I invested 40635 rupees for buying greenhouse setup.",42,58,18,23
"In the evening, Received 38200 rupees from selling tomato plants.",51,64,25,30
"Today, Sold greenhouse setup in the market and earned 12564 rupees.",12,28,54,59
Harvested pesticide and sold for 5040 rupees.,10,19,33,37
"On Monday, Purchased irrigation pipe at 24969 rupees.",21,36,40,45
"Yesterday, The expense for pesticide was 1921 rupees.",27,36,41,45
"In the evening, Around noon, I spent 26383 rupees on greenhouse setup.",53,69,37,42
"Just now, I spent 41926 rupees on goat last month.",34,38,18,23
"Just now, Around noon, I spent 711 rupees on jamun saplings.",45,59,31,34
"Recently, Harvest of poultry feed brought in 42809 INR.",21,33,45,50
"Last month, Paid 24141 rupees to buy mango saplings.",37,51,17,22
"Just now, Bought jamun saplings today and paid 42456 rupees.",17,31,47,52
"Yesterday, Harvested tomato plants and sold for 40207 rupees.",21,34,48,53
"Recently, Acquired jamun saplings by paying 7996 rupees.",19,33,44,48
"In the evening, I spent 10363 rupees on irrigation pipe last month.",40,55,24,29
"Last month, Spent 29288 INR on purchasing irrigation pipe for my farm.",42,57,18,23
"Early morning, I invested 42190 rupees for buying fertilizer.",50,60,26,31
"On Monday, The cost of tomato plants was 47995 rupees.",23,36,41,46
"Today, Paid 20591 rupees to buy solar water pump.",32,48,12,17
"Today, Received 29788 rupees from selling jamun saplings.",42,56,16,21
Bought duck feed today and paid 19997 rupees.,7,16,32,37
"Recently, Spent 42190 INR on purchasing goat for my farm.",40,44,16,21
"Today, Invested 34046 for purchasing fertilizer.",37,47,16,21
"Just now, Received 44764 rupees from selling duck feed.",45,54,19,24
"During the season, I spent 11483 rupees on solar water pump last month.",43,59,27,32
"On Monday, Harvest of tractor repair brought in 36917 INR.",22,36,48,53
"Just now, Purchased greenhouse setup at 19315 rupees.",20,36,40,45
"In the evening, Harvest of banana plants brought in 43450 INR.",27,40,52,57
"Today, The cost of onion seeds was 23907 rupees.",19,30,35,40
"Just now, I gave 34573 rupees as investment for solar water pump.",48,64,17,22
Invested 3848 for purchasing rice seeds.,29,39,9,13
"Today, Used 35215 rupees to buy goat.",32,36,12,17
"Just now, The expense for greenhouse setup was 15415 rupees.",26,42,47,52
Cost of banana plants amounted to 1403 rupees.,8,21,34,38
"In the evening, Last week, fertilizer was sold for 3532 rupees.",27,37,51,55
"Yesterday, Acquired rice seeds by paying 23535 rupees.",20,30,41,46
"Just now, Invested 39827 for purchasing organic compost.",40,55,19,24
"Just now, Last week, rice seeds was sold for 32527 rupees.",21,31,45,50
"Yesterday, Cost of coconut trees amounted to 18075 rupees.",19,32,45,50
"Yesterday, Cost of greenhouse setup amounted to 24895 rupees.",19,35,48,53
"Early morning, Received 12591 rupees from selling wheat seeds.",50,61,24,29
"On Monday, I invested 18861 rupees for buying onion seeds.",46,57,22,27
"In the evening, I spent 28224 rupees on rice seeds last month.",40,50,24,29
"Today, Received 2654 rupees from selling harvesting machine.",41,59,16,20
"Today, Harvest of greenhouse setup brought in 37679 INR.",18,34,46,51
"On Monday, Amount paid for harvesting machine was 9572 rupees.",27,45,50,54
"Early morning, Sold banana plants in the market and earned 44938 rupees.",20,33,59,64
"During the season, Sold banana plants in the market and earned 18265 rupees.",24,37,63,68
"Recently, Paid 24181 rupees to buy greenhouse setup.",35,51,15,20
"Just now, Acquired solar water pump by paying 23978 rupees.",19,35,46,51
"Just now, Last week, duck feed was sold for 41805 rupees.",21,30,44,49
"Today, Paid 31017 rupees to buy greenhouse setup.",32,48,12,17
Spent 36976 INR on purchasing cow for my farm.,30,33,6,11
"On Monday, Purchased duck feed at 21782 rupees.",21,30,34,39
"Yesterday, Harvested irrigation pipe and sold for 44260 rupees.",21,36,50,55
"Today, Last week, mango saplings was sold for 21002 rupees.",18,32,46,51
"On Monday, Invested 21002 for purchasing pesticide.",41,50,20,25
"In the evening, Purchased poultry feed at 23384 rupees.",26,38,42,47
"Last month, Used 30940 rupees to buy coconut trees.",37,50,17,22
"In the evening, Amount paid for fertilizer was 48604 rupees.",32,42,47,52
"On Monday, Harvested harvesting machine and sold for 15145 rupees.",21,39,53,58
"On Monday, Harvest of poultry feed brought in 10046 INR.",22,34,46,51
"Yesterday, The cost of rice seeds was 5577 rupees.",23,33,38,42
I gave 38279 rupees as investment for irrigation pipe.,38,53,7,12
"In the evening, Received 932 rupees from selling banana plants.",49,62,25,28
"In the evening, Received 16187 rupees from selling irrigation pipe.",51,66,25,30
"During the season, The cost of cow was 42415 rupees.",31,34,39,44
"Just now, Invested 13636 for purchasing greenhouse setup.",40,56,19,24
"In the evening, The cost of pesticide was 29956 rupees.",28,37,42,47
"Today, Around noon, I spent 3727 rupees on poultry feed.",43,55,28,32
"Yesterday, Amount paid for tractor repair was 47214 rupees.",27,41,46,51
"Recently, Harvest of solar water pump brought in 8833 INR.",21,37,49,53
"Yesterday, Amount paid for tomato plants was 5727 rupees.",27,40,45,49
"Yesterday, Paid 3309 rupees to buy wheat seeds.",35,46,16,20
Harvested goat and sold for 39135 rupees.,10,14,28,33
"Yesterday, Harvested pesticide and sold for 41098 rupees.",21,30,44,49
"Last month, Spent 24824 INR on purchasing harvesting machine for my farm.",42,60,18,23
"In the evening, Amount paid for irrigation pipe was 1564 rupees.",32,47,52,56
Invested 42253 for purchasing pesticide.,30,39,9,14
"Recently, Paid 15082 rupees to buy poultry feed.",35,47,15,20
"During the season, I gave 1966 rupees as investment for goat.",56,60,26,30
"Just now, Invested 1966 for purchasing greenhouse setup.",39,55,19,23
"Early morning, Invested 8808 for purchasing mango saplings.",44,58,24,28
"Yesterday, Amount paid for irrigation pipe was 41055 rupees.",27,42,47,52
"During the season, Cost of solar water pump amounted to 3043 rupees.",27,43,56,60
"Last month, Harvest of tractor repair brought in 44216 INR.",23,37,49,54
"Just now, Cost of wheat seeds amounted to 27634 rupees.",18,29,42,47
"During the season, Purchased tomato plants at 16426 rupees.",29,42,46,51
"On Monday, Bought organic compost today and paid 43167 rupees.",18,33,49,54
"Just now, Invested 30089 for purchasing mango saplings.",40,54,19,24
"In the evening, I invested 13768 rupees for buying goat.",51,55,27,32
"Early morning, Harvest of banana plants brought in 30179 INR.",26,39,51,56
"During the season, Acquired coconut trees by paying 42656 rupees.",28,41,52,57
"Last month, Sold wheat seeds in the market and earned 42265 rupees.",17,28,54,59
"Recently, Acquired rice seeds by paying 2626 rupees.",19,29,40,44
"Last month, Paid 21577 rupees to buy banana plants.",37,50,17,22
Purchased poultry feed at 12039 rupees.,10,22,26,31
"Early morning, Bought banana plants today and paid 28412 rupees.",22,35,51,56
The expense for poultry feed was 36058 rupees.,16,28,33,38
"Recently, Acquired duck feed by paying 30925 rupees.",19,28,39,44
"In the evening, Spent 10817 INR on purchasing rice seeds for my farm.",46,56,22,27
"Last week, harvesting machine was sold for 15145 rupees.",11,29,43,48
"Yesterday, Last week, mango saplings was sold for 9244 rupees.",22,36,50,54
Paid 932 rupees to buy cow.,23,26,5,8
"Today, The expense for goat was 15144 rupees.",23,27,32,37
"Last month, Sold goat in the market and earned 16108 rupees.",17,21,47,52
"In the evening, Around noon, I spent 39171 rupees on jamun saplings.",53,67,37,42
"Just now, Last week, coconut trees was sold for 48017 rupees.",21,34,48,53
"Last month, Amount paid for coconut trees was 9849 rupees.",28,41,46,50
Cost of poultry feed amounted to 39306 rupees.,8,20,33,38
"Recently, I invested 7165 rupees for buying poultry feed.",44,56,21,25
"Recently, I invested 9572 rupees for buying duck feed.",44,53,21,25
"In the evening, Acquired tractor repair by paying 16790 rupees.",25,39,50,55
"Just now, The expense for tomato plants was 44293 rupees.",26,39,44,49
"Yesterday, Harvested solar water pump and sold for 30006 rupees.",21,37,51,56
"Early morning, Received 13949 rupees from selling organic compost.",50,65,24,29
"During the season, Bought greenhouse setup today and paid 41779 rupees.",26,42,58,63
"On Monday, Cost of organic compost amounted to 42826 rupees.",19,34,47,52
"Recently, Received 17175 rupees from selling duck feed.",45,54,19,24
"Recently, Spent 30089 INR on purchasing irrigation pipe for my farm.",40,55,16,21
Acquired greenhouse setup by paying 42608 rupees.,9,25,36,41
"During the season, I invested 45701 rupees for buying greenhouse setup.",54,70,30,35
"Last month, Last week, rice seeds was sold for 13784 rupees.",23,33,47,52
"Just now, Purchased wheat seeds at 728 rupees.",20,31,35,38
"Early morning, Harvested pesticide and sold for 24851 rupees.",25,34,48,53
"In the evening, Received 45557 rupees from selling tractor repair.",51,65,25,30
"Early morning, The expense for pesticide was 255 rupees.",31,40,45,48
"Last month, Harvest of tomato plants brought in 26525 INR.",23,36,48,53
"In the evening, Bought tomato plants today and paid 45701 rupees.",23,36,52,57
"Yesterday, I invested 10741 rupees for buying pesticide.",46,55,22,27
"Today, Cost of jamun saplings amounted to 414 rupees.",15,29,42,45
"Today, I gave 31772 rupees as investment for jamun saplings.",45,59,14,19
Received 5924 rupees from selling banana plants.,34,47,9,13
"Yesterday, The expense for goat was 1542 rupees.",27,31,36,40
I spent 10948 rupees on cow last month.,24,27,8,13
"Today, Received 21002 rupees from selling solar water pump.",42,58,16,21
